0.900000	6.636119
0.901000	6.498622
0.902000	6.363423
0.903000	6.230485
0.904000	6.099771
0.905000	5.971244
0.906000	5.844867
0.907000	5.720606
0.908000	5.598425
0.909000	5.478291
0.910000	5.360169
0.911000	5.244026
0.912000	5.129831
0.913000	5.017550
0.914000	4.907154
0.915000	4.798609
0.916000	4.691887
0.917000	4.586958
0.918000	4.483791
0.919000	4.382359
0.920000	4.282632
0.921000	4.184584
0.922000	4.088186
0.923000	3.993411
0.924000	3.900233
0.925000	3.808626
0.926000	3.718564
0.927000	3.630023
0.928000	3.542976
0.929000	3.457401
0.930000	3.373272
0.931000	3.290567
0.932000	3.209262
0.933000	3.129334
0.934000	3.050762
0.935000	2.973522
0.936000	2.897594
0.937000	2.822955
0.938000	2.749586
0.939000	2.677465
0.940000	2.606573
0.941000	2.536888
0.942000	2.468393
0.943000	2.401067
0.944000	2.334891
0.945000	2.269847
0.946000	2.205917
0.947000	2.143082
0.948000	2.081325
0.949000	2.020628
0.950000	1.960975
0.951000	1.902347
0.952000	1.844730
0.953000	1.788106
0.954000	1.732459
0.955000	1.677774
0.956000	1.624035
0.957000	1.571227
0.958000	1.519335
0.959000	1.468344
0.960000	1.418239
0.961000	1.369006
0.962000	1.320632
0.963000	1.273102
0.964000	1.226402
0.965000	1.180520
0.966000	1.135442
0.967000	1.091155
0.968000	1.047647
0.969000	1.004905
0.970000	0.962916
0.971000	0.921669
0.972000	0.881151
0.973000	0.841351
0.974000	0.802258
0.975000	0.763859
0.976000	0.726144
0.977000	0.689102
0.978000	0.652722
0.979000	0.616993
0.980000	0.581905
0.981000	0.547447
0.982000	0.513610
0.983000	0.480383
0.984000	0.447757
0.985000	0.415722
0.986000	0.384268
0.987000	0.353387
0.988000	0.323068
0.989000	0.293303
0.990000	0.264083
0.991000	0.235400
0.992000	0.207244
0.993000	0.179607
0.994000	0.152481
0.995000	0.125857
0.996000	0.099728
0.997000	0.074086
0.998000	0.048922
0.999000	0.024229
1.000000	0.000000
1.001000	-0.023773
1.002000	-0.047098
1.003000	-0.069981
1.004000	-0.092430
1.005000	-0.114451
1.006000	-0.136052
1.007000	-0.157239
1.008000	-0.178019
1.009000	-0.198399
1.010000	-0.218384
1.011000	-0.237982
1.012000	-0.257198
1.013000	-0.276039
1.014000	-0.294511
1.015000	-0.312619
1.016000	-0.330370
1.017000	-0.347769
1.018000	-0.364822
1.019000	-0.381535
1.020000	-0.397913
1.021000	-0.413961
1.022000	-0.429685
1.023000	-0.445090
1.024000	-0.460181
1.025000	-0.474964
1.026000	-0.489443
1.027000	-0.503623
1.028000	-0.517509
1.029000	-0.531105
1.030000	-0.544418
1.031000	-0.557450
1.032000	-0.570207
1.033000	-0.582693
1.034000	-0.594912
1.035000	-0.606869
1.036000	-0.618569
1.037000	-0.630014
1.038000	-0.641210
1.039000	-0.652161
1.040000	-0.662870
1.041000	-0.673341
1.042000	-0.683579
1.043000	-0.693587
1.044000	-0.703368
1.045000	-0.712927
1.046000	-0.722268
1.047000	-0.731393
1.048000	-0.740306
1.049000	-0.749012
1.050000	-0.757512
1.051000	-0.765811
1.052000	-0.773912
1.053000	-0.781817
1.054000	-0.789532
1.055000	-0.797057
1.056000	-0.804397
1.057000	-0.811555
1.058000	-0.818534
1.059000	-0.825336
1.060000	-0.831965
1.061000	-0.838423
1.062000	-0.844713
1.063000	-0.850838
1.064000	-0.856802
1.065000	-0.862605
1.066000	-0.868252
1.067000	-0.873744
1.068000	-0.879085
1.069000	-0.884276
1.070000	-0.889321
1.071000	-0.894222
1.072000	-0.898980
1.073000	-0.903600
1.074000	-0.908082
1.075000	-0.912430
1.076000	-0.916645
1.077000	-0.920729
1.078000	-0.924686
1.079000	-0.928517
1.080000	-0.932223
1.081000	-0.935809
1.082000	-0.939274
1.083000	-0.942622
1.084000	-0.945855
1.085000	-0.948974
1.086000	-0.951981
1.087000	-0.954878
1.088000	-0.957668
1.089000	-0.960351
1.090000	-0.962930
1.091000	-0.965407
1.092000	-0.967783
1.093000	-0.970061
1.094000	-0.972241
1.095000	-0.974325
1.096000	-0.976316
1.097000	-0.978214
1.098000	-0.980022
1.099000	-0.981741
1.100000	-0.983372
1.101000	-0.984918
1.102000	-0.986379
1.103000	-0.987757
1.104000	-0.989053
1.105000	-0.990270
1.106000	-0.991408
1.107000	-0.992468
1.108000	-0.993453
1.109000	-0.994363
1.110000	-0.995200
1.111000	-0.995965
1.112000	-0.996660
1.113000	-0.997285
1.114000	-0.997842
1.115000	-0.998333
1.116000	-0.998758
1.117000	-0.999118
1.118000	-0.999415
1.119000	-0.999650
1.120000	-0.999824
1.121000	-0.999938
1.122000	-0.999994
1.123000	-0.999992
1.124000	-0.999933
1.125000	-0.999819
1.126000	-0.999650
1.127000	-0.999428
1.128000	-0.999153
1.129000	-0.998827
1.130000	-0.998451
1.131000	-0.998024
1.132000	-0.997550
1.133000	-0.997027
1.134000	-0.996458
1.135000	-0.995843
1.136000	-0.995183
1.137000	-0.994479
1.138000	-0.993731
1.139000	-0.992941
1.140000	-0.992110
1.141000	-0.991238
1.142000	-0.990325
1.143000	-0.989374
1.144000	-0.988384
1.145000	-0.987357
1.146000	-0.986293
1.147000	-0.985192
1.148000	-0.984057
1.149000	-0.982886
1.150000	-0.981682
1.151000	-0.980444
1.152000	-0.979174
1.153000	-0.977872
1.154000	-0.976538
1.155000	-0.975174
1.156000	-0.973780
1.157000	-0.972357
1.158000	-0.970905
1.159000	-0.969425
1.160000	-0.967918
1.161000	-0.966383
1.162000	-0.964823
1.163000	-0.963236
1.164000	-0.961625
1.165000	-0.959989
1.166000	-0.958328
1.167000	-0.956645
1.168000	-0.954938
1.169000	-0.953209
1.170000	-0.951458
1.171000	-0.949685
1.172000	-0.947892
1.173000	-0.946078
1.174000	-0.944244
1.175000	-0.942391
1.176000	-0.940519
1.177000	-0.938628
1.178000	-0.936719
1.179000	-0.934792
1.180000	-0.932848
1.181000	-0.930887
1.182000	-0.928910
1.183000	-0.926917
1.184000	-0.924909
1.185000	-0.922885
1.186000	-0.920846
1.187000	-0.918793
1.188000	-0.916727
1.189000	-0.914646
1.190000	-0.912552
1.191000	-0.910446
1.192000	-0.908327
1.193000	-0.906196
1.194000	-0.904053
1.195000	-0.901898
1.196000	-0.899732
1.197000	-0.897556
1.198000	-0.895369
1.199000	-0.893172
1.200000	-0.890965
1.201000	-0.888749
1.202000	-0.886523
1.203000	-0.884289
1.204000	-0.882045
1.205000	-0.879794
1.206000	-0.877534
1.207000	-0.875267
1.208000	-0.872992
1.209000	-0.870710
1.210000	-0.868421
1.211000	-0.866125
1.212000	-0.863823
1.213000	-0.861514
1.214000	-0.859200
1.215000	-0.856880
1.216000	-0.854554
1.217000	-0.852223
1.218000	-0.849888
1.219000	-0.847547
1.220000	-0.845202
1.221000	-0.842852
1.222000	-0.840499
1.223000	-0.838141
1.224000	-0.835780
1.225000	-0.833416
1.226000	-0.831048
1.227000	-0.828677
1.228000	-0.826303
1.229000	-0.823926
1.230000	-0.821547
1.231000	-0.819165
1.232000	-0.816782
1.233000	-0.814396
1.234000	-0.812009
1.235000	-0.809620
1.236000	-0.807229
1.237000	-0.804838
1.238000	-0.802445
1.239000	-0.800051
1.240000	-0.797656
1.241000	-0.795261
1.242000	-0.792865
1.243000	-0.790469
1.244000	-0.788073
1.245000	-0.785676
1.246000	-0.783280
1.247000	-0.780884
1.248000	-0.778488
1.249000	-0.776093
1.250000	-0.773698
1.251000	-0.771304
1.252000	-0.768911
1.253000	-0.766519
1.254000	-0.764128
1.255000	-0.761738
1.256000	-0.759350
1.257000	-0.756963
1.258000	-0.754578
1.259000	-0.752194
1.260000	-0.749812
1.261000	-0.747432
1.262000	-0.745054
1.263000	-0.742678
1.264000	-0.740304
1.265000	-0.737933
1.266000	-0.735564
1.267000	-0.733198
1.268000	-0.730834
1.269000	-0.728473
1.270000	-0.726114
1.271000	-0.723758
1.272000	-0.721406
1.273000	-0.719056
1.274000	-0.716710
1.275000	-0.714366
1.276000	-0.712026
1.277000	-0.709689
1.278000	-0.707356
1.279000	-0.705026
1.280000	-0.702700
1.281000	-0.700377
1.282000	-0.698058
1.283000	-0.695743
1.284000	-0.693431
1.285000	-0.691124
1.286000	-0.688820
1.287000	-0.686520
1.288000	-0.684225
1.289000	-0.681933
1.290000	-0.679646
1.291000	-0.677363
1.292000	-0.675085
1.293000	-0.672810
1.294000	-0.670541
1.295000	-0.668275
1.296000	-0.666014
1.297000	-0.663758
1.298000	-0.661506
1.299000	-0.659259
1.300000	-0.657017
1.301000	-0.654779
1.302000	-0.652547
1.303000	-0.650319
